,Country/Region,Continent,Population,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,WHO Region,Daily Growth Rate of Cases (%),Daily Growth Rate of Deaths (%),Cases per 1M Population,DeathRate,RecoveryRate,HighMortalityRisk,SurvivalRate
60,Ireland,Europe,4943200.0,26372,0.0,1768.0,0.0,23364.0,0.0,1240.0,5.0,5335.0,358.0,652917.0,132084.0,Europe,0.0,0.0,0.005335005664346981,0.06704080084938571,0.8859396329440316,True,True
61,Kenya,Africa,53881160.0,24411,0.0,399.0,0.0,10444.0,0.0,13568.0,44.0,453.0,7.0,335318.0,6223.0,Africa,0.0,0.0,0.00045305260688522666,0.016345090328130762,0.4278399082380894,False,False
62,Venezuela,South America,28427499.0,22299,0.0,195.0,0.0,12146.0,0.0,9958.0,42.0,784.0,7.0,1567431.0,55138.0,Americas,0.0,0.0,0.0007844165257028063,0.008744786761738194,0.544688102605498,False,False
63,Nepal,Asia,29186486.0,21750,0.0,65.0,0.0,15389.0,0.0,6296.0,0.0,745.0,2.0,731977.0,25079.0,South-EastAsia,0.0,0.0,0.0007452079020406911,0.002988505747126437,0.7075402298850575,False,True
64,Austria,Europe,9011577.0,21696,0.0,719.0,0.0,19596.0,0.0,1381.0,25.0,2408.0,80.0,937275.0,104008.0,Europe,0.0,0.0,0.0024075697294713232,0.03313974926253687,0.9032079646017699,True,True
65,Costa Rica,North America,5098730.0,21070,0.0,200.0,0.0,7038.0,0.0,13832.0,103.0,4132.0,39.0,96110.0,18850.0,Americas,0.0,0.0,0.004132401598045003,0.009492168960607499,0.33402942572377786,False,False
66,Ethiopia,Africa,115223736.0,20900,0.0,365.0,0.0,9027.0,0.0,11508.0,185.0,181.0,3.0,468814.0,4069.0,Africa,0.0,0.0,0.0001813862379883256,0.017464114832535887,0.43191387559808614,False,False
67,Australia,Australia/Oceania,25528864.0,19890,0.0,255.0,0.0,10941.0,0.0,8694.0,52.0,779.0,10.0,4631419.0,181419.0,WesternPacific,0.0,0.0,0.0007791180994187599,0.01282051282051282,0.5500754147812972,False,False
68,El Salvador,North America,6489514.0,19126,0.0,513.0,0.0,9236.0,0.0,9377.0,509.0,2947.0,79.0,251271.0,38720.0,Americas,0.0,0.0,0.002947216078122337,0.026822126947610582,0.4829028547526927,False,False
69,Czechia,Europe,10711019.0,17731,0.0,390.0,0.0,12320.0,0.0,5021.0,17.0,1655.0,36.0,728670.0,68030.0,Europe,0.0,0.0,0.001655398053163756,0.02199537533134059,0.6948282668772207,False,False
70,Cameroon,Africa,26606188.0,17718,0.0,391.0,0.0,15320.0,0.0,2007.0,30.0,666.0,15.0,149000.0,5600.0,Africa,0.0,0.0,0.0006659353079817372,0.022067953493622304,0.8646574105429506,False,True
71,Ivory Coast,Africa,26437950.0,16447,0.0,103.0,0.0,12484.0,0.0,3860.0,0.0,622.0,4.0,104584.0,3956.0,Africa,0.0,0.0,0.0006220981581400979,0.006262540280902292,0.759044202590138,False,True
72,S. Korea,Asia,51273732.0,14519,20.0,303.0,1.0,13543.0,42.0,673.0,18.0,283.0,6.0,1613652.0,31471.0,WesternPacific,0.13794054762397406,0.33112582781456956,0.00028316643695840203,0.02086920586817274,0.9327777395137407,False,True
73,Denmark,Europe,5794279.0,14306,0.0,617.0,0.0,12787.0,0.0,902.0,2.0,2469.0,106.0,1654512.0,285542.0,Europe,0.0,0.0,0.0024689870819130386,0.04312875716482595,0.8938207745002097,True,True
74,Palestine,Asia,5112340.0,13398,0.0,92.0,0.0,6907.0,0.0,6399.0,0.0,2621.0,18.0,200280.0,39176.0,EasternMediterranean,0.0,0.0,0.0026207177143930177,0.0068666965218689355,0.5155247051798776,False,False
75,Bosnia and Herzegovina,Europe,3278650.0,13396,0.0,384.0,0.0,7042.0,0.0,5970.0,0.0,4086.0,117.0,147021.0,44842.0,Europe,0.0,0.0,0.0040858280084791,0.02866527321588534,0.5256793072558973,False,False
76,Bulgaria,Europe,6942854.0,13014,0.0,435.0,0.0,7374.0,0.0,5205.0,47.0,1874.0,63.0,294087.0,42358.0,Europe,0.0,0.0,0.0018744452929587746,0.03342554172429691,0.5666205624711849,True,False
77,Madagascar,Africa,27755708.0,12526,0.0,134.0,0.0,10148.0,0.0,2244.0,88.0,451.0,5.0,46301.0,1668.0,Africa,0.0,0.0,0.0004512945589426146,0.010697748682739901,0.8101548778540636,False,True
78,Sudan,Africa,43943536.0,11780,0.0,763.0,0.0,6194.0,0.0,4823.0,0.0,268.0,17.0,401.0,9.0,EasternMediterranean,0.0,0.0,0.0002680712812915192,0.06477079796264856,0.5258064516129032,True,False
79,North Macedonia,Europe,2083365.0,11399,0.0,517.0,0.0,7480.0,0.0,3402.0,3.0,5471.0,248.0,109946.0,52773.0,Europe,0.0,0.0,0.005471436834160121,0.04535485568909554,0.6561979120975524,True,False
80,Senegal,Africa,16783877.0,10715,0.0,223.0,0.0,7101.0,0.0,3391.0,33.0,638.0,13.0,114761.0,6838.0,Africa,0.0,0.0,0.0006384103029353706,0.020811945870275315,0.6627158189454037,False,False
81,Norway,Europe,5425471.0,9468,0.0,256.0,0.0,8857.0,0.0,355.0,3.0,1745.0,47.0,472841.0,87152.0,Europe,0.0,0.0,0.0017451019459877308,0.02703844528939586,0.9354668356569498,False,True
82,DRC,Africa,89802183.0,9309,0.0,215.0,0.0,8048.0,0.0,1046.0,0.0,104.0,2.0,0.0,0.0,Africa,0.0,0.0,0.0001036611771453262,0.02309592867117843,0.8645396927704372,False,True
83,Malaysia,Asia,32406372.0,9038,0.0,125.0,0.0,8713.0,0.0,200.0,2.0,279.0,4.0,991333.0,30591.0,WesternPacific,0.0,0.0,0.0002788957677829533,0.013830493472007082,0.9640407169727816,False,True
84,French Guiana,South America,299385.0,8127,0.0,47.0,0.0,7240.0,0.0,840.0,23.0,27146.0,157.0,41412.0,138324.0,0,0.0,0.0,0.027145648579588157,0.005783191829703458,0.8908576350436815,False,True
85,Gabon,Africa,2230563.0,7787,0.0,51.0,0.0,5609.0,0.0,2127.0,11.0,3491.0,23.0,85369.0,38272.0,Africa,0.0,0.0,0.0034910468791959698,0.006549377167073328,0.7203030692179273,False,True
86,Tajikistan,Asia,9557468.0,7665,0.0,62.0,0.0,6443.0,0.0,1160.0,0.0,802.0,6.0,0.0,0.0,Europe,0.0,0.0,0.0008019906527544743,0.008088714938030006,0.8405740378343118,False,True
87,Guinea,Africa,13164905.0,7664,0.0,49.0,0.0,6757.0,0.0,858.0,24.0,582.0,4.0,14407.0,1094.0,Africa,0.0,0.0,0.0005821538400770837,0.006393528183716075,0.8816544885177453,False,True
88,Haiti,North America,11416103.0,7544,0.0,171.0,0.0,4832.0,0.0,2541.0,0.0,661.0,15.0,18443.0,1616.0,Americas,0.0,0.0,0.0006608209473933443,0.022667020148462353,0.6405090137857901,False,False
89,Finland,Europe,5541604.0,7532,0.0,331.0,0.0,6980.0,0.0,221.0,0.0,1359.0,60.0,389500.0,70287.0,Europe,0.0,0.0,0.0013591732646360151,0.04394583112055231,0.926712692511949,True,True
90,Zambia,Africa,18430129.0,7164,0.0,199.0,0.0,5786.0,0.0,1179.0,0.0,389.0,11.0,90307.0,4900.0,Africa,0.0,0.0,0.000388711332405758,0.027777777777777776,0.8076493579006142,False,True
91,Luxembourg,Europe,626952.0,7073,0.0,119.0,0.0,5750.0,0.0,1204.0,9.0,11282.0,190.0,623994.0,995282.0,Europe,0.0,0.0,0.011281565414896196,0.016824544040718224,0.8129506574296621,False,True
92,Mauritania,Africa,4660728.0,6444,0.0,157.0,0.0,5291.0,0.0,996.0,3.0,1383.0,34.0,57387.0,12313.0,Africa,0.0,0.0,0.001382616621266034,0.024363749224084418,0.8210738671632526,False,True
93,Paraguay,South America,7141091.0,6375,0.0,66.0,0.0,4974.0,0.0,1335.0,23.0,893.0,9.0,135277.0,18943.0,Americas,0.0,0.0,0.0008927207341287207,0.010352941176470589,0.780235294117647,False,True
94,Albania,Europe,2877470.0,6016,0.0,188.0,0.0,3155.0,0.0,2673.0,23.0,2091.0,65.0,38997.0,13553.0,Europe,0.0,0.0,0.0020907255331940908,0.03125,0.5244348404255319,True,False
95,Lebanon,Asia,6822220.0,5672,0.0,70.0,0.0,1974.0,0.0,3628.0,46.0,831.0,10.0,345268.0,50609.0,EasternMediterranean,0.0,0.0,0.0008314009222804307,0.01234132581100141,0.3480253878702398,False,False
96,Croatia,Europe,4102577.0,5404,0.0,155.0,0.0,4688.0,0.0,561.0,7.0,1317.0,38.0,125317.0,30546.0,Europe,0.0,0.0,0.0013172208589869246,0.028682457438934123,0.8675055514433753,False,True
97,Djibouti,Africa,989387.0,5330,0.0,59.0,0.0,5057.0,0.0,214.0,0.0,5387.0,60.0,59909.0,60552.0,EasternMediterranean,0.0,0.0,0.005387174078495068,0.011069418386491557,0.948780487804878,False,True
98,Greece,Europe,10417673.0,5123,0.0,210.0,0.0,1374.0,0.0,3539.0,14.0,492.0,20.0,619393.0,59456.0,Europe,0.0,0.0,0.0004917604920023886,0.040991606480577786,0.2682022252586375,True,False
99,Libya,Africa,6880353.0,4879,0.0,107.0,0.0,652.0,0.0,4120.0,0.0,709.0,16.0,59699.0,8677.0,EasternMediterranean,0.0,0.0,0.0007091205930858489,0.021930723508915763,0.13363394138143062,False,False
100,Equatorial Guinea,Africa,1407001.0,4821,0.0,83.0,0.0,2182.0,0.0,2556.0,0.0,3426.0,59.0,44356.0,31525.0,Africa,0.0,0.0,0.0034264367971309187,0.017216345156606513,0.452603194358017,False,False
101,Maldives,Asia,541448.0,4680,0.0,19.0,0.0,2725.0,0.0,1936.0,12.0,8643.0,35.0,85587.0,158071.0,South-EastAsia,0.0,0.0,0.008643489310146127,0.00405982905982906,0.5822649572649573,False,False
102,CAR,Africa,4837752.0,4620,0.0,59.0,0.0,1641.0,0.0,2920.0,2.0,955.0,12.0,29589.0,6116.0,0,0.0,0.0,0.0009549890114251413,0.01277056277056277,0.3551948051948052,False,False
103,Hungary,Europe,9657785.0,4597,0.0,600.0,0.0,3463.0,0.0,534.0,8.0,476.0,62.0,352546.0,36504.0,Europe,0.0,0.0,0.0004759890596032113,0.13051990428540353,0.7533173809005873,True,True
104,Malawi,Africa,19174839.0,4491,0.0,137.0,0.0,2137.0,0.0,2217.0,4.0,234.0,7.0,33466.0,1745.0,Africa,0.0,0.0,0.0002342131790519858,0.030505455355154754,0.4758405700289468,True,False
105,Zimbabwe,Africa,14883803.0,4339,0.0,84.0,0.0,1264.0,0.0,2991.0,0.0,292.0,6.0,140421.0,9434.0,Africa,0.0,0.0,0.00029152495501317773,0.019359299377736807,0.2913113620649919,False,False
106,Nicaragua,North America,6632263.0,3902,0.0,123.0,0.0,2913.0,0.0,866.0,0.0,588.0,19.0,0.0,0.0,Americas,0.0,0.0,0.0005883361380572514,0.031522296258329065,0.7465402357765248,True,True
107,Hong Kong,Asia,7503041.0,3850,0.0,46.0,0.0,2458.0,0.0,1346.0,39.0,513.0,6.0,692430.0,92287.0,WesternPacific,0.0,0.0,0.0005131252781372246,0.011948051948051949,0.6384415584415585,False,False
108,Congo,Africa,5530506.0,3546,0.0,58.0,0.0,1589.0,0.0,1899.0,0.0,641.0,10.0,0.0,0.0,Africa,0.0,0.0,0.0006411709886943437,0.016356457980823462,0.44811054709531867,False,False
109,Montenegro,Europe,628074.0,3480,0.0,60.0,0.0,2178.0,0.0,1242.0,0.0,5541.0,96.0,38427.0,61182.0,Europe,0.0,0.0,0.005540748383152304,0.017241379310344827,0.6258620689655172,False,False
110,Thailand,Asia,69817894.0,3330,0.0,58.0,0.0,3148.0,0.0,124.0,1.0,48.0,0.8,749213.0,10731.0,South-EastAsia,0.0,0.0,4.769550911976806e-05,0.017417417417417418,0.9453453453453453,False,True
111,Somalia,Africa,15933012.0,3227,0.0,93.0,0.0,1728.0,0.0,1406.0,2.0,203.0,6.0,0.0,0.0,EasternMediterranean,0.0,0.0,0.00020253546535959428,0.028819336845367215,0.5354818717074682,False,False
112,Mayotte,Africa,273419.0,3042,0.0,39.0,0.0,2738.0,0.0,265.0,2.0,11126.0,143.0,13000.0,47546.0,0,0.0,0.0,0.01112578131000406,0.01282051282051282,0.9000657462195923,False,True
113,Eswatini,Africa,1161348.0,2968,0.0,55.0,0.0,1476.0,0.0,1437.0,5.0,2556.0,47.0,20784.0,17896.0,Africa,0.0,0.0,0.0025556508471190377,0.01853099730458221,0.4973045822102426,False,False
114,Sri Lanka,Asia,21422362.0,2839,0.0,11.0,0.0,2541.0,0.0,287.0,1.0,133.0,0.5,166737.0,7783.0,South-EastAsia,0.0,0.0,0.00013252506889763137,0.0038746037337090526,0.8950334624867912,False,True
115,Cuba,North America,11325899.0,2775,0.0,88.0,0.0,2409.0,0.0,278.0,4.0,245.0,8.0,285471.0,25205.0,Americas,0.0,0.0,0.00024501366293307045,0.031711711711711714,0.8681081081081081,True,True
116,Cabo Verde,Africa,556581.0,2734,0.0,27.0,0.0,2010.0,0.0,697.0,0.0,4912.0,49.0,61633.0,110735.0,Africa,0.0,0.0,0.004912133184567924,0.009875640087783468,0.7351865398683248,False,True
117,Namibia,Africa,2545264.0,2652,0.0,15.0,0.0,563.0,0.0,2074.0,24.0,1042.0,6.0,29233.0,11485.0,Africa,0.0,0.0,0.0010419351391447017,0.005656108597285068,0.21229260935143288,False,False
118,Mali,Africa,20302901.0,2552,0.0,124.0,0.0,1954.0,0.0,474.0,0.0,126.0,6.0,25152.0,1239.0,Africa,0.0,0.0,0.0001256963229047908,0.048589341692789965,0.7656739811912225,True,True
119,Slovakia,Europe,5459915.0,2480,0.0,29.0,0.0,1824.0,0.0,627.0,2.0,454.0,5.0,272322.0,49877.0,Europe,0.0,0.0,0.00045421952539554186,0.011693548387096775,0.7354838709677419,False,True
120,South Sudan,Africa,11206572.0,2450,0.0,47.0,0.0,1175.0,0.0,1228.0,0.0,219.0,4.0,12044.0,1075.0,Africa,0.0,0.0,0.00021862171590027708,0.019183673469387756,0.47959183673469385,False,False
121,Slovenia,Europe,2078968.0,2223,0.0,125.0,0.0,1909.0,0.0,189.0,2.0,1069.0,60.0,135702.0,65274.0,Europe,0.0,0.0,0.0010692805276464091,0.05623031938821413,0.8587494376968061,True,True
122,Lithuania,Europe,2718121.0,2171,0.0,81.0,0.0,1656.0,0.0,434.0,6.0,799.0,30.0,540784.0,198955.0,Europe,0.0,0.0,0.0007987135230550811,0.037309995393827726,0.7627821280515892,True,True
123,Estonia,Europe,1326627.0,2124,0.0,63.0,0.0,1954.0,0.0,107.0,0.0,1601.0,47.0,122880.0,92626.0,Europe,0.0,0.0,0.0016010528958026635,0.029661016949152543,0.9199623352165726,False,True
124,Mozambique,Africa,31333962.0,2120,0.0,15.0,0.0,795.0,0.0,1310.0,0.0,68.0,0.5,65151.0,2079.0,Africa,0.0,0.0,6.765821698513581e-05,0.007075471698113208,0.375,False,False
125,Rwanda,Africa,12981546.0,2111,0.0,5.0,0.0,1258.0,0.0,848.0,0.0,163.0,0.4,286251.0,22051.0,Africa,0.0,0.0,0.0001626154542764013,0.0023685457129322598,0.5959261013737566,False,False
126,Suriname,South America,587154.0,2096,0.0,29.0,0.0,1446.0,0.0,621.0,9.0,3570.0,49.0,2785.0,4743.0,Americas,0.0,0.0,0.0035697619363914746,0.01383587786259542,0.6898854961832062,False,False
127,Guinea-Bissau,Africa,1972277.0,2032,0.0,27.0,0.0,944.0,0.0,1061.0,5.0,1030.0,14.0,1500.0,761.0,Africa,0.0,0.0,0.0010302812434561676,0.01328740157480315,0.4645669291338583,False,False
128,Benin,Africa,12151976.0,1936,0.0,38.0,0.0,1600.0,0.0,298.0,1.0,159.0,3.0,93677.0,7709.0,Africa,0.0,0.0,0.00015931565368463533,0.01962809917355372,0.8264462809917356,False,True
129,Iceland,Europe,341465.0,1930,0.0,10.0,0.0,1825.0,0.0,95.0,0.0,5652.0,29.0,149693.0,438385.0,Europe,0.0,0.0,0.005652116615172858,0.0051813471502590676,0.9455958549222798,False,True
130,Sierra Leone,Africa,7992169.0,1877,0.0,67.0,0.0,1427.0,0.0,383.0,0.0,235.0,8.0,0.0,0.0,Africa,0.0,0.0,0.000234854893583957,0.03569525839104955,0.7602557272242941,True,True
131,Yemen,Asia,29886897.0,1768,0.0,508.0,0.0,898.0,0.0,362.0,0.0,59.0,17.0,120.0,4.0,EasternMediterranean,0.0,0.0,5.915635872134869e-05,0.2873303167420814,0.5079185520361991,True,False
132,Tunisia,Africa,11830801.0,1642,0.0,51.0,0.0,1241.0,0.0,350.0,9.0,139.0,4.0,100298.0,8478.0,EasternMediterranean,0.0,0.0,0.00013879026449688402,0.031059683313032885,0.7557856272838003,True,True
133,New Zealand,Australia/Oceania,5002100.0,1569,0.0,22.0,0.0,1524.0,0.0,23.0,0.0,314.0,4.0,486943.0,97348.0,WesternPacific,0.0,0.0,0.00031366825933108093,0.014021669853409816,0.97131931166348,False,True
134,Angola,Africa,32956300.0,1483,0.0,64.0,0.0,520.0,0.0,899.0,20.0,45.0,2.0,64747.0,1965.0,Africa,0.0,0.0,4.49989835023956e-05,0.04315576534052596,0.35064059339177345,True,False
135,Uruguay,South America,3474956.0,1318,0.0,37.0,0.0,1079.0,0.0,202.0,2.0,379.0,11.0,126956.0,36535.0,Americas,0.0,0.0,0.0003792853780019085,0.028072837632776935,0.8186646433990895,False,True
136,Latvia,Europe,1883936.0,1275,0.0,32.0,0.0,1070.0,0.0,173.0,0.0,677.0,17.0,207909.0,110359.0,Europe,0.0,0.0,0.0006767745825760536,0.025098039215686273,0.8392156862745098,False,True
137,Jordan,Asia,10213138.0,1232,0.0,11.0,0.0,1171.0,0.0,50.0,3.0,121.0,1.0,628745.0,61562.0,EasternMediterranean,0.0,0.0,0.00012062893892161253,0.008928571428571428,0.950487012987013,False,True
138,Liberia,Africa,5068618.0,1224,0.0,78.0,0.0,705.0,0.0,441.0,0.0,241.0,15.0,0.0,0.0,Africa,0.0,0.0,0.0002414859435057051,0.06372549019607843,0.5759803921568627,True,False
139,Uganda,Africa,45867852.0,1223,0.0,5.0,0.0,1102.0,0.0,116.0,0.0,27.0,0.1,288367.0,6287.0,Africa,0.0,0.0,2.6663555119171485e-05,0.004088307440719542,0.9010629599345871,False,True
140,Cyprus,Asia,1208238.0,1208,0.0,19.0,0.0,856.0,0.0,333.0,0.0,1000.0,16.0,216597.0,179267.0,Europe,0.0,0.0,0.0009998030189416324,0.015728476821192054,0.7086092715231788,False,True
141,Georgia,Asia,3988368.0,1206,0.0,17.0,0.0,987.0,0.0,202.0,0.0,302.0,4.0,240473.0,60294.0,Europe,0.0,0.0,0.00030237931905982595,0.014096185737976783,0.818407960199005,False,True
142,Burkina Faso,Africa,20954852.0,1158,0.0,54.0,0.0,961.0,0.0,143.0,0.0,55.0,3.0,0.0,0.0,Africa,0.0,0.0,5.52616644584271e-05,0.046632124352331605,0.8298791018998273,True,True
143,Niger,Africa,24281433.0,1153,0.0,69.0,0.0,1057.0,0.0,27.0,0.0,47.0,3.0,9052.0,373.0,Africa,0.0,0.0,4.748484160716544e-05,0.0598438855160451,0.9167389418907199,True,True
144,Togo,Africa,8296582.0,1012,0.0,22.0,0.0,697.0,0.0,293.0,2.0,122.0,3.0,45767.0,5516.0,Africa,0.0,0.0,0.00012197794224175691,0.021739130434782608,0.6887351778656127,False,False
145,Syria,Asia,17539600.0,999,0.0,48.0,0.0,311.0,0.0,640.0,0.0,57.0,3.0,0.0,0.0,EasternMediterranean,0.0,0.0,5.695682911810988e-05,0.04804804804804805,0.3113113113113113,True,False
146,Jamaica,North America,2962478.0,958,30.0,12.0,0.0,745.0,0.0,201.0,0.0,323.0,4.0,41840.0,14123.0,Americas,3.2327586206896552,0.0,0.00032337792888250983,0.012526096033402923,0.7776617954070981,False,True
147,Malta,Europe,441663.0,946,0.0,9.0,0.0,670.0,0.0,267.0,0.0,2142.0,20.0,136713.0,309541.0,Europe,0.0,0.0,0.0021419045743021263,0.009513742071881607,0.7082452431289641,False,True
148,Andorra,Europe,77278.0,944,0.0,52.0,0.0,828.0,0.0,64.0,1.0,12216.0,673.0,3750.0,48526.0,Europe,0.0,0.0,0.012215637050648308,0.05508474576271186,0.8771186440677966,True,True
149,Chad,Africa,16467965.0,942,0.0,76.0,0.0,838.0,0.0,28.0,0.0,57.0,5.0,0.0,0.0,Africa,0.0,0.0,5.720196757765759e-05,0.08067940552016985,0.8895966029723992,True,True
150,Gambia,Africa,2422754.0,935,0.0,16.0,0.0,136.0,0.0,783.0,0.0,386.0,7.0,5183.0,2139.0,Africa,0.0,0.0,0.00038592444796293807,0.017112299465240642,0.14545454545454545,False,False
151,Sao Tome and Principe,Africa,219544.0,878,0.0,15.0,0.0,797.0,0.0,66.0,0.0,3999.0,68.0,3079.0,14025.0,Africa,0.0,0.0,0.003999198338374085,0.017084282460136675,0.907744874715262,False,True
